timestamp,timestamp_iso,rel_ms,channel,can_id,source,m33_ms,kind,session_id,subject_id,trial_id,trial_index,label,raw_hex,emg_raw,emg_filt,emg_abs,hr_raw,hr_bpm,flags,adc0,adc1,adc2,adc3,emg_biceps,emg_triceps,emg_ant_deltoid,emg_flags,emg_seq,node_state,node_err_cnt,node_q_fill,ack_cmd,ack_seq,ack_status,motor_slot,ros_slot,m33_joint_id,motor_id,motor_seq,motor_flags,motor_fresh,motor_fault,motor_saturated,motor_pos_mrad,motor_vel_mrad_s,motor_torque_mNm,motor_temp_c,output_current_cmd_a,limit_current_a,shoulder_pos_mrad,shoulder_vel_mrad_s,shoulder_torque_mNm,shoulder_temp_c,shoulder_output_current_cmd_a,shoulder_limit_current_a,shoulder_saturated,shoulder_fresh,shoulder_fault,shoulder_stale,elbow_pos_mrad,elbow_vel_mrad_s,elbow_torque_mNm,elbow_temp_c,elbow_output_current_cmd_a,elbow_limit_current_a,elbow_saturated,elbow_fresh,elbow_fault,elbow_stale,target_shoulder_output_current_cmd_a,target_shoulder_vel_mrad_s,target_shoulder_pos_mrad,target_elbow_output_current_cmd_a,target_elbow_vel_mrad_s,target_elbow_pos_mrad
1784037557.400957,2026-07-14T21:59:17.400,2880,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003405,,,,,,,0,0,0,1332,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.421052,2026-07-14T21:59:17.421,2900,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.441029,2026-07-14T21:59:17.441,2920,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003705,,,,,,,0,0,0,1335,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.461062,2026-07-14T21:59:17.461,2940,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003605,,,,,,,0,0,0,1334,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.480968,2026-07-14T21:59:17.480,2960,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003505,,,,,,,0,0,0,1333,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.501081,2026-07-14T21:59:17.501,2980,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003205,,,,,,,0,0,0,1330,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.521034,2026-07-14T21:59:17.521,3000,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003305,,,,,,,0,0,0,1331,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.541041,2026-07-14T21:59:17.541,3020,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003305,,,,,,,0,0,0,1331,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.560967,2026-07-14T21:59:17.560,3040,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003605,,,,,,,0,0,0,1334,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.580982,2026-07-14T21:59:17.580,3060,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003605,,,,,,,0,0,0,1334,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.601026,2026-07-14T21:59:17.601,3080,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003805,,,,,,,0,0,0,1336,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.621048,2026-07-14T21:59:17.621,3100,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.641047,2026-07-14T21:59:17.641,3120,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003805,,,,,,,0,0,0,1336,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.661020,2026-07-14T21:59:17.661,3140,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003805,,,,,,,0,0,0,1336,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.681047,2026-07-14T21:59:17.681,3160,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.704047,2026-07-14T21:59:17.704,3183,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003A05,,,,,,,0,0,0,1338,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.721036,2026-07-14T21:59:17.721,3200,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003805,,,,,,,0,0,0,1336,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.741032,2026-07-14T21:59:17.741,3220,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.761139,2026-07-14T21:59:17.761,3240,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003705,,,,,,,0,0,0,1335,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.780959,2026-07-14T21:59:17.780,3260,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003A05,,,,,,,0,0,0,1338,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.782829,2026-07-14T21:59:17.782,3262,can0,0x7C3,can,,health,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,010000000200FC0C,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784037557.801094,2026-07-14T21:59:17.801,3280,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003A05,,,,,,,0,0,0,1338,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.821055,2026-07-14T21:59:17.821,3300,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.841049,2026-07-14T21:59:17.841,3320,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.861075,2026-07-14T21:59:17.861,3340,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003705,,,,,,,0,0,0,1335,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.881014,2026-07-14T21:59:17.881,3360,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003605,,,,,,,0,0,0,1334,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.900997,2026-07-14T21:59:17.900,3380,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003805,,,,,,,0,0,0,1336,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.920999,2026-07-14T21:59:17.920,3400,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.941022,2026-07-14T21:59:17.941,3420,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003805,,,,,,,0,0,0,1336,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.960933,2026-07-14T21:59:17.960,3440,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003805,,,,,,,0,0,0,1336,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037557.981034,2026-07-14T21:59:17.981,3460,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003A05,,,,,,,0,0,0,1338,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.000992,2026-07-14T21:59:18.000,3480,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003805,,,,,,,0,0,0,1336,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.020994,2026-07-14T21:59:18.020,3500,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.040949,2026-07-14T21:59:18.040,3520,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.060977,2026-07-14T21:59:18.060,3540,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.080985,2026-07-14T21:59:18.080,3560,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.100985,2026-07-14T21:59:18.100,3580,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003A05,,,,,,,0,0,0,1338,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.120938,2026-07-14T21:59:18.120,3600,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.140967,2026-07-14T21:59:18.140,3620,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.161073,2026-07-14T21:59:18.161,3640,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003A05,,,,,,,0,0,0,1338,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.180995,2026-07-14T21:59:18.180,3660,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.201014,2026-07-14T21:59:18.201,3680,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003805,,,,,,,0,0,0,1336,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.221035,2026-07-14T21:59:18.221,3700,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.241092,2026-07-14T21:59:18.241,3720,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.261063,2026-07-14T21:59:18.261,3740,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003D05,,,,,,,0,0,0,1341,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.280984,2026-07-14T21:59:18.280,3760,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.301031,2026-07-14T21:59:18.301,3780,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003805,,,,,,,0,0,0,1336,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.321022,2026-07-14T21:59:18.321,3800,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003D05,,,,,,,0,0,0,1341,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.341047,2026-07-14T21:59:18.341,3820,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003D05,,,,,,,0,0,0,1341,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.360998,2026-07-14T21:59:18.360,3840,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.381006,2026-07-14T21:59:18.381,3860,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003C05,,,,,,,0,0,0,1340,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.401008,2026-07-14T21:59:18.401,3880,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.420997,2026-07-14T21:59:18.420,3900,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.441006,2026-07-14T21:59:18.441,3920,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003D05,,,,,,,0,0,0,1341,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.461077,2026-07-14T21:59:18.461,3940,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0A00000000003D05,,,,,,,10,0,0,1341,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.481021,2026-07-14T21:59:18.481,3960,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0600000000003D05,,,,,,,6,0,0,1341,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.501012,2026-07-14T21:59:18.501,3980,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.521016,2026-07-14T21:59:18.521,4000,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003D05,,,,,,,0,0,0,1341,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.540985,2026-07-14T21:59:18.540,4020,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000004105,,,,,,,0,0,0,1345,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.560943,2026-07-14T21:59:18.560,4040,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003E05,,,,,,,0,0,0,1342,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.580990,2026-07-14T21:59:18.580,4060,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.601027,2026-07-14T21:59:18.601,4080,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003A05,,,,,,,0,0,0,1338,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.621087,2026-07-14T21:59:18.621,4100,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003D05,,,,,,,0,0,0,1341,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.641052,2026-07-14T21:59:18.641,4120,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003F05,,,,,,,0,0,0,1343,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.661004,2026-07-14T21:59:18.661,4140,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003F05,,,,,,,0,0,0,1343,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.681110,2026-07-14T21:59:18.681,4160,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003D05,,,,,,,0,0,0,1341,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.703880,2026-07-14T21:59:18.703,4183,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003A05,,,,,,,0,0,0,1338,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.721004,2026-07-14T21:59:18.721,4200,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003A05,,,,,,,0,0,0,1338,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.741004,2026-07-14T21:59:18.741,4220,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.760990,2026-07-14T21:59:18.760,4240,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003B05,,,,,,,0,0,0,1339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
1784037558.780998,2026-07-14T21:59:18.780,4260,can0,0x7C2,can,,sensor,S01_day4_clean3_20260714,S01,001_rest_01,1,rest,0000000000003905,,,,,,,0,0,0,1337,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,False,False,False,True,,,,,,
